item_id,pedido_id,sku,quantidade,preco_unitario,subtotal
IT00003658,PED00001507,SKU001,2,6.81,13.62
IT00003659,PED00001507,SKU003,3,3.65,10.96
IT00003660,PED00001508,SKU004,6,8.05,48.31
IT00003661,PED00001509,SKU013,6,10.69,64.16
IT00003662,PED00001509,SKU010,6,14.52,87.1
IT00003663,PED00001509,SKU011,1,16.26,16.26
IT00003664,PED00001510,SKU011,2,16.64,33.28
IT00003665,PED00001510,SKU013,6,10.52,63.13
IT00003666,PED00001510,SKU014,1,7.67,7.67
IT00003667,PED00001510,SKU010,3,14.37,43.12
IT00003668,PED00001511,SKU002,3,4.34,13.03
IT00003669,PED00001511,SKU015,6,6.73,40.38
IT00003670,PED00001511,SKU008,6,19.65,117.91
IT00003671,PED00001511,SKU015,6,7.12,42.72
IT00003672,PED00001512,SKU005,1,8.25,8.25
IT00003673,PED00001512,SKU013,2,10.7,21.4
IT00003674,PED00001513,SKU009,3,19.58,58.73
IT00003675,PED00001513,SKU010,1,15.03,15.03
IT00003676,PED00001513,SKU012,3,11.74,35.21
IT00003677,PED00001514,SKU012,1,11.88,11.88
IT00003678,PED00001514,SKU013,6,10.71,64.28
IT00003679,PED00001514,SKU013,6,10.81,64.87
IT00003680,PED00001514,SKU009,1,20.65,20.65
IT00003681,PED00001515,SKU012,1,11.32,11.32
IT00003682,PED00001515,SKU015,1,6.65,6.65
IT00003683,PED00001515,SKU003,3,3.89,11.67
IT00003684,PED00001516,SKU004,1,7.69,7.69
IT00003685,PED00001516,SKU006,1,9.42,9.42
IT00003686,PED00001516,SKU015,2,7.0,14.01
IT00003687,PED00001517,SKU004,6,8.1,48.6
IT00003688,PED00001517,SKU001,3,6.37,19.12
IT00003689,PED00001517,SKU007,2,13.41,26.82
IT00003690,PED00001518,SKU005,1,8.5,8.5
IT00003691,PED00001518,SKU004,3,7.99,23.98
IT00003692,PED00001518,SKU002,6,4.19,25.12
IT00003693,PED00001518,SKU006,1,10.03,10.03
IT00003694,PED00001519,SKU002,1,4.07,4.07
IT00003695,PED00001519,SKU007,1,12.6,12.6
IT00003696,PED00001519,SKU012,2,12.48,24.97
IT00003697,PED00001519,SKU001,3,6.29,18.87
IT00003698,PED00001520,SKU007,1,12.58,12.58
IT00003699,PED00001520,SKU014,1,7.74,7.74
IT00003700,PED00001521,SKU011,3,15.92,47.76
IT00003701,PED00001522,SKU009,2,19.36,38.73
IT00003702,PED00001522,SKU004,1,7.88,7.88
IT00003703,PED00001523,SKU006,6,9.58,57.47
IT00003704,PED00001523,SKU004,3,7.64,22.93
IT00003705,PED00001523,SKU010,6,14.98,89.89
IT00003706,PED00001524,SKU009,3,20.77,62.3
IT00003707,PED00001524,SKU013,3,10.76,32.29
IT00003708,PED00001524,SKU005,6,8.86,53.15
IT00003709,PED00001525,SKU002,6,4.19,25.13
IT00003710,PED00001525,SKU006,1,9.86,9.86
IT00003711,PED00001526,SKU008,1,18.47,18.47
IT00003712,PED00001526,SKU005,3,8.59,25.78
IT00003713,PED00001526,SKU007,3,12.92,38.76
IT00003714,PED00001527,SKU011,1,17.1,17.1
IT00003715,PED00001527,SKU014,2,7.16,14.33
IT00003716,PED00001527,SKU014,1,7.46,7.46
IT00003717,PED00001527,SKU002,1,4.39,4.39
IT00003718,PED00001528,SKU006,1,9.74,9.74
IT00003719,PED00001528,SKU009,3,19.75,59.24
IT00003720,PED00001529,SKU006,3,10.04,30.11
IT00003721,PED00001529,SKU007,2,12.68,25.36
IT00003722,PED00001529,SKU015,12,7.19,86.33
IT00003723,PED00001530,SKU003,6,3.89,23.37
IT00003724,PED00001530,SKU005,6,8.75,52.51
IT00003725,PED00001531,SKU014,1,7.17,7.17
IT00003726,PED00001531,SKU014,3,7.31,21.92
IT00003727,PED00001531,SKU006,6,10.39,62.36
IT00003728,PED00001531,SKU007,3,13.23,39.69
IT00003729,PED00001531,SKU014,6,7.51,45.06
IT00003730,PED00001532,SKU009,6,20.24,121.44
IT00003731,PED00001532,SKU004,1,7.78,7.78
IT00003732,PED00001533,SKU013,3,10.58,31.75
IT00003733,PED00001533,SKU013,1,11.36,11.36
IT00003734,PED00001534,SKU007,1,12.44,12.44
IT00003735,PED00001534,SKU004,3,7.68,23.03
IT00003736,PED00001534,SKU005,3,8.25,24.76
IT00003737,PED00001534,SKU010,1,14.91,14.91
IT00003738,PED00001535,SKU006,2,9.82,19.64
IT00003739,PED00001536,SKU006,2,10.28,20.56
IT00003740,PED00001536,SKU003,3,3.95,11.84
IT00003741,PED00001537,SKU010,2,14.89,29.79
IT00003742,PED00001537,SKU013,2,11.2,22.4
IT00003743,PED00001537,SKU006,3,10.08,30.25
IT00003744,PED00001537,SKU011,1,16.15,16.15
IT00003745,PED00001538,SKU005,6,8.81,52.88
IT00003746,PED00001538,SKU013,3,10.87,32.62
IT00003747,PED00001539,SKU005,2,8.37,16.75
IT00003748,PED00001539,SKU005,1,8.34,8.34
IT00003749,PED00001540,SKU010,6,15.26,91.53
IT00003750,PED00001540,SKU013,2,10.79,21.58
IT00003751,PED00001540,SKU012,2,11.59,23.19
IT00003752,PED00001541,SKU003,6,3.94,23.63
IT00003753,PED00001541,SKU003,6,3.77,22.64
IT00003754,PED00001542,SKU002,1,4.3,4.3
IT00003755,PED00001542,SKU014,1,7.87,7.87
IT00003756,PED00001542,SKU011,2,16.37,32.74
IT00003757,PED00001543,SKU009,1,20.67,20.67
IT00003758,PED00001544,SKU015,1,7.0,7.0
IT00003759,PED00001544,SKU011,2,16.48,32.96
IT00003760,PED00001545,SKU003,3,3.62,10.85
IT00003761,PED00001545,SKU006,3,9.77,29.31
IT00003762,PED00001546,SKU012,1,12.17,12.17
IT00003763,PED00001546,SKU010,3,14.89,44.68
IT00003764,PED00001546,SKU015,1,6.57,6.57
IT00003765,PED00001547,SKU015,1,6.82,6.82
IT00003766,PED00001548,SKU009,1,19.42,19.42
IT00003767,PED00001548,SKU005,6,8.78,52.67
IT00003768,PED00001548,SKU001,1,6.57,6.57
IT00003769,PED00001549,SKU006,12,9.94,119.24
IT00003770,PED00001549,SKU012,3,12.2,36.61
IT00003771,PED00001550,SKU002,2,4.07,8.14
IT00003772,PED00001550,SKU003,2,3.75,7.5
IT00003773,PED00001550,SKU005,6,8.9,53.4
IT00003774,PED00001550,SKU013,1,11.24,11.24
IT00003775,PED00001551,SKU006,6,10.2,61.22
IT00003776,PED00001551,SKU001,6,6.51,39.09
IT00003777,PED00001551,SKU012,6,12.25,73.5
IT00003778,PED00001552,SKU002,2,4.13,8.27
IT00003779,PED00001552,SKU010,1,14.96,14.96
IT00003780,PED00001552,SKU014,1,7.29,7.29
IT00003781,PED00001552,SKU009,3,20.04,60.13
IT00003782,PED00001552,SKU009,6,20.43,122.57
IT00003783,PED00001553,SKU014,1,7.81,7.81
IT00003784,PED00001553,SKU002,3,4.36,13.07
IT00003785,PED00001553,SKU010,2,15.41,30.82
IT00003786,PED00001554,SKU002,12,4.11,49.37
IT00003787,PED00001555,SKU006,1,9.59,9.59
IT00003788,PED00001555,SKU013,1,10.37,10.37
IT00003789,PED00001555,SKU008,2,19.22,38.45
IT00003790,PED00001555,SKU002,6,4.25,25.49
IT00003791,PED00001555,SKU015,3,6.8,20.41
IT00003792,PED00001556,SKU005,1,8.83,8.83
IT00003793,PED00001556,SKU002,3,4.3,12.9
IT00003794,PED00001556,SKU003,2,3.65,7.29
IT00003795,PED00001557,SKU015,3,6.63,19.88
IT00003796,PED00001557,SKU007,12,13.44,161.27
IT00003797,PED00001557,SKU012,2,12.07,24.13
IT00003798,PED00001557,SKU012,3,11.33,33.98
IT00003799,PED00001558,SKU003,2,3.8,7.6
IT00003800,PED00001558,SKU003,1,3.64,3.64
IT00003801,PED00001559,SKU003,1,3.68,3.68
IT00003802,PED00001559,SKU005,2,8.75,17.51
IT00003803,PED00001559,SKU012,1,11.31,11.31
IT00003804,PED00001560,SKU004,1,7.53,7.53
IT00003805,PED00001561,SKU009,2,19.15,38.3
IT00003806,PED00001561,SKU010,1,14.59,14.59
IT00003807,PED00001561,SKU003,6,3.92,23.51
IT00003808,PED00001561,SKU006,3,9.91,29.73
IT00003809,PED00001562,SKU009,1,20.48,20.48
IT00003810,PED00001563,SKU010,12,14.22,170.6
IT00003811,PED00001563,SKU010,1,15.45,15.45
IT00003812,PED00001564,SKU006,3,9.76,29.27
IT00003813,PED00001564,SKU013,1,10.92,10.92
IT00003814,PED00001564,SKU008,2,19.71,39.41
IT00003815,PED00001564,SKU008,3,18.67,56.02
IT00003816,PED00001565,SKU015,1,6.96,6.96
IT00003817,PED00001566,SKU011,3,17.16,51.49
IT00003818,PED00001566,SKU002,3,4.25,12.75
IT00003819,PED00001566,SKU004,2,7.67,15.34
IT00003820,PED00001567,SKU005,1,8.58,8.58
IT00003821,PED00001567,SKU013,1,10.86,10.86
IT00003822,PED00001567,SKU010,3,15.58,46.74
IT00003823,PED00001568,SKU014,2,7.67,15.34
IT00003824,PED00001568,SKU003,3,3.76,11.28
IT00003825,PED00001568,SKU001,6,6.34,38.05
IT00003826,PED00001569,SKU010,6,14.7,88.22
IT00003827,PED00001569,SKU011,6,16.56,99.34
IT00003828,PED00001569,SKU003,6,3.67,22.02
IT00003829,PED00001570,SKU007,6,12.92,77.51
IT00003830,PED00001570,SKU007,2,12.64,25.28
IT00003831,PED00001571,SKU013,2,10.88,21.76
IT00003832,PED00001571,SKU005,3,8.56,25.69
IT00003833,PED00001572,SKU008,1,18.61,18.61
IT00003834,PED00001573,SKU005,1,8.66,8.66
IT00003835,PED00001573,SKU012,3,12.46,37.38
IT00003836,PED00001573,SKU007,3,13.52,40.57
IT00003837,PED00001574,SKU005,1,8.3,8.3
IT00003838,PED00001574,SKU007,2,12.67,25.33
IT00003839,PED00001575,SKU001,6,6.21,37.24
IT00003840,PED00001575,SKU004,2,7.9,15.81
IT00003841,PED00001575,SKU003,1,3.65,3.65
IT00003842,PED00001575,SKU013,1,10.4,10.4
IT00003843,PED00001576,SKU012,1,12.22,12.22
IT00003844,PED00001576,SKU010,1,14.72,14.72
IT00003845,PED00001577,SKU001,1,6.69,6.69
IT00003846,PED00001577,SKU004,6,7.94,47.65
IT00003847,PED00001577,SKU002,6,4.13,24.78
IT00003848,PED00001577,SKU004,2,7.7,15.39
IT00003849,PED00001578,SKU004,2,8.21,16.42
IT00003850,PED00001579,SKU001,3,6.66,19.99
IT00003851,PED00001579,SKU007,6,13.35,80.13
IT00003852,PED00001580,SKU011,1,16.5,16.5
IT00003853,PED00001580,SKU012,1,12.47,12.47
IT00003854,PED00001580,SKU015,6,6.8,40.81
IT00003855,PED00001581,SKU006,2,9.49,18.99
IT00003856,PED00001581,SKU003,2,3.77,7.54
IT00003857,PED00001582,SKU010,3,14.19,42.57
IT00003858,PED00001582,SKU008,6,18.11,108.66
IT00003859,PED00001583,SKU010,3,14.57,43.7
IT00003860,PED00001584,SKU003,2,3.87,7.73
IT00003861,PED00001584,SKU004,2,8.01,16.03
IT00003862,PED00001584,SKU011,2,16.12,32.25
IT00003863,PED00001585,SKU005,3,8.3,24.9
IT00003864,PED00001585,SKU013,3,11.05,33.15
IT00003865,PED00001586,SKU012,1,12.0,12.0
IT00003866,PED00001586,SKU013,3,11.33,34.0
IT00003867,PED00001586,SKU008,2,19.75,39.5
IT00003868,PED00001586,SKU004,1,7.59,7.59
IT00003869,PED00001586,SKU004,2,7.87,15.74
IT00003870,PED00001587,SKU005,3,8.3,24.9
IT00003871,PED00001587,SKU011,1,17.15,17.15
IT00003872,PED00001588,SKU006,1,10.36,10.36
IT00003873,PED00001589,SKU004,6,7.93,47.57
IT00003874,PED00001589,SKU006,1,9.42,9.42
IT00003875,PED00001590,SKU002,3,4.16,12.48
IT00003876,PED00001590,SKU003,3,3.96,11.87
IT00003877,PED00001590,SKU013,6,11.04,66.24
IT00003878,PED00001590,SKU002,3,4.16,12.49
IT00003879,PED00001591,SKU010,12,14.82,177.81
IT00003880,PED00001591,SKU012,1,12.17,12.17
IT00003881,PED00001592,SKU001,2,6.32,12.63
IT00003882,PED00001592,SKU005,2,8.73,17.45
IT00003883,PED00001592,SKU001,1,6.19,6.19
IT00003884,PED00001593,SKU002,2,4.0,8.01
IT00003885,PED00001594,SKU009,1,20.26,20.26
IT00003886,PED00001595,SKU008,2,18.43,36.85
IT00003887,PED00001595,SKU004,3,7.89,23.67
IT00003888,PED00001595,SKU004,2,8.04,16.07
IT00003889,PED00001596,SKU013,1,10.59,10.59
IT00003890,PED00001596,SKU013,1,10.47,10.47
IT00003891,PED00001597,SKU005,12,8.27,99.21
IT00003892,PED00001597,SKU007,6,13.45,80.67
IT00003893,PED00001598,SKU013,6,11.33,67.96
IT00003894,PED00001599,SKU003,2,3.62,7.24
IT00003895,PED00001599,SKU003,12,3.74,44.88
IT00003896,PED00001599,SKU011,2,17.15,34.31
IT00003897,PED00001600,SKU002,1,4.04,4.04
IT00003898,PED00001600,SKU003,12,3.91,46.95
IT00003899,PED00001600,SKU003,1,3.85,3.85
IT00003900,PED00001600,SKU003,1,3.67,3.67
IT00003901,PED00001601,SKU013,3,10.85,32.54
IT00003902,PED00001601,SKU005,3,8.31,24.92
IT00003903,PED00001602,SKU013,3,10.94,32.81
IT00003904,PED00001602,SKU014,3,7.65,22.94
IT00003905,PED00001603,SKU011,3,15.84,47.52
IT00003906,PED00001603,SKU010,1,15.4,15.4
IT00003907,PED00001603,SKU012,2,11.66,23.33
IT00003908,PED00001604,SKU011,2,16.0,32.0
IT00003909,PED00001605,SKU001,2,6.75,13.49
IT00003910,PED00001606,SKU011,2,15.85,31.71
IT00003911,PED00001606,SKU009,1,19.83,19.83
IT00003912,PED00001607,SKU002,2,4.01,8.02
IT00003913,PED00001607,SKU009,2,19.93,39.86
IT00003914,PED00001608,SKU007,6,13.1,78.59
IT00003915,PED00001608,SKU013,2,11.03,22.05
IT00003916,PED00001608,SKU008,1,19.07,19.07
IT00003917,PED00001609,SKU010,1,15.0,15.0
IT00003918,PED00001609,SKU012,3,12.07,36.22
IT00003919,PED00001609,SKU004,1,7.77,7.77
IT00003920,PED00001610,SKU014,2,7.56,15.11
IT00003921,PED00001611,SKU004,1,7.7,7.7
IT00003922,PED00001611,SKU015,2,6.65,13.3
IT00003923,PED00001612,SKU009,3,19.81,59.43
IT00003924,PED00001612,SKU013,1,10.37,10.37
IT00003925,PED00001612,SKU014,6,7.58,45.47
IT00003926,PED00001613,SKU007,2,12.56,25.13
IT00003927,PED00001614,SKU002,1,4.06,4.06
IT00003928,PED00001614,SKU002,1,4.37,4.37
IT00003929,PED00001614,SKU013,1,11.35,11.35
IT00003930,PED00001615,SKU004,1,8.1,8.1
IT00003931,PED00001616,SKU008,6,19.64,117.86
IT00003932,PED00001616,SKU005,1,8.29,8.29
IT00003933,PED00001617,SKU009,2,19.32,38.64
IT00003934,PED00001617,SKU008,2,18.44,36.89
IT00003935,PED00001617,SKU013,2,11.19,22.38
IT00003936,PED00001618,SKU011,6,17.21,103.27
IT00003937,PED00001618,SKU013,3,11.09,33.28
IT00003938,PED00001619,SKU007,3,13.19,39.56
IT00003939,PED00001619,SKU008,1,19.38,19.38
IT00003940,PED00001619,SKU008,6,18.45,110.72
IT00003941,PED00001620,SKU008,3,18.37,55.1
IT00003942,PED00001620,SKU002,2,4.41,8.81
IT00003943,PED00001620,SKU007,1,12.69,12.69
IT00003944,PED00001621,SKU002,1,4.01,4.01
IT00003945,PED00001621,SKU010,2,14.61,29.22
IT00003946,PED00001622,SKU003,2,3.83,7.66
IT00003947,PED00001622,SKU005,2,8.3,16.61
IT00003948,PED00001623,SKU007,1,12.81,12.81
IT00003949,PED00001623,SKU012,2,12.02,24.03
IT00003950,PED00001624,SKU001,3,6.74,20.21
IT00003951,PED00001624,SKU015,2,6.87,13.74
IT00003952,PED00001625,SKU010,1,15.27,15.27
IT00003953,PED00001625,SKU013,6,10.43,62.59
IT00003954,PED00001626,SKU013,1,10.94,10.94
IT00003955,PED00001627,SKU010,2,14.5,28.99
IT00003956,PED00001628,SKU007,3,13.1,39.3
IT00003957,PED00001628,SKU004,1,7.93,7.93
IT00003958,PED00001628,SKU007,1,12.44,12.44
IT00003959,PED00001628,SKU005,1,8.5,8.5
IT00003960,PED00001629,SKU006,1,9.88,9.88
IT00003961,PED00001629,SKU006,1,9.52,9.52
IT00003962,PED00001629,SKU010,3,15.29,45.88
IT00003963,PED00001629,SKU009,3,19.41,58.24
IT00003964,PED00001630,SKU003,2,3.91,7.83
IT00003965,PED00001630,SKU008,2,19.79,39.58
IT00003966,PED00001630,SKU007,2,13.08,26.15
IT00003967,PED00001630,SKU008,2,18.01,36.01
IT00003968,PED00001630,SKU003,1,3.88,3.88
IT00003969,PED00001631,SKU015,1,6.83,6.83
IT00003970,PED00001631,SKU007,6,13.48,80.89
IT00003971,PED00001631,SKU013,2,10.5,21.0
IT00003972,PED00001631,SKU013,2,10.93,21.85
IT00003973,PED00001631,SKU008,1,19.63,19.63
IT00003974,PED00001632,SKU002,2,4.27,8.54
IT00003975,PED00001632,SKU007,1,12.4,12.4
IT00003976,PED00001632,SKU001,1,6.67,6.67
IT00003977,PED00001633,SKU006,3,9.55,28.66
IT00003978,PED00001633,SKU001,1,6.28,6.28
IT00003979,PED00001634,SKU010,1,15.44,15.44
IT00003980,PED00001634,SKU002,1,4.36,4.36
IT00003981,PED00001635,SKU011,2,16.09,32.18
IT00003982,PED00001635,SKU003,6,3.7,22.18
IT00003983,PED00001636,SKU006,2,9.89,19.79
IT00003984,PED00001637,SKU005,1,8.91,8.91
IT00003985,PED00001638,SKU011,2,15.83,31.67
IT00003986,PED00001639,SKU010,1,14.33,14.33
IT00003987,PED00001639,SKU009,1,20.35,20.35
IT00003988,PED00001640,SKU014,1,7.48,7.48
IT00003989,PED00001640,SKU006,2,9.99,19.98
IT00003990,PED00001640,SKU002,1,4.4,4.4
IT00003991,PED00001641,SKU005,3,8.9,26.71
IT00003992,PED00001641,SKU015,3,6.79,20.36
IT00003993,PED00001642,SKU010,2,14.73,29.46
IT00003994,PED00001642,SKU006,3,9.92,29.75
IT00003995,PED00001642,SKU009,1,19.04,19.04
IT00003996,PED00001642,SKU005,3,8.88,26.65
IT00003997,PED00001643,SKU013,1,10.56,10.56
IT00003998,PED00001644,SKU006,2,9.74,19.48
IT00003999,PED00001644,SKU007,3,13.35,40.06
IT00004000,PED00001644,SKU004,6,8.19,49.14
IT00004001,PED00001644,SKU011,1,15.93,15.93
IT00004002,PED00001645,SKU010,6,15.59,93.52
IT00004003,PED00001645,SKU011,1,15.76,15.76
IT00004004,PED00001646,SKU007,3,13.51,40.52
IT00004005,PED00001647,SKU013,1,11.4,11.4
IT00004006,PED00001648,SKU013,2,11.25,22.5
IT00004007,PED00001648,SKU007,1,12.34,12.34
IT00004008,PED00001648,SKU008,12,18.58,222.9
IT00004009,PED00001649,SKU006,3,10.38,31.14
IT00004010,PED00001649,SKU005,2,8.34,16.67
IT00004011,PED00001650,SKU013,6,11.43,68.56
IT00004012,PED00001650,SKU004,6,7.52,45.12
IT00004013,PED00001650,SKU003,1,3.9,3.9
IT00004014,PED00001651,SKU001,2,6.63,13.26
IT00004015,PED00001651,SKU011,1,16.17,16.17
IT00004016,PED00001651,SKU008,2,19.59,39.18
IT00004017,PED00001652,SKU001,3,6.36,19.08
IT00004018,PED00001652,SKU011,1,16.34,16.34
IT00004019,PED00001653,SKU004,3,7.75,23.24
IT00004020,PED00001653,SKU004,3,7.82,23.46
IT00004021,PED00001653,SKU001,1,6.73,6.73
IT00004022,PED00001653,SKU012,3,12.01,36.02
IT00004023,PED00001654,SKU013,6,10.46,62.77
IT00004024,PED00001654,SKU004,1,8.24,8.24
IT00004025,PED00001655,SKU005,3,8.87,26.61
IT00004026,PED00001656,SKU015,1,6.59,6.59
IT00004027,PED00001657,SKU001,6,6.8,40.78
IT00004028,PED00001657,SKU005,3,8.67,26.01
IT00004029,PED00001657,SKU005,1,8.84,8.84
IT00004030,PED00001657,SKU014,3,7.35,22.05
IT00004031,PED00001658,SKU014,1,7.49,7.49
IT00004032,PED00001658,SKU009,1,19.09,19.09
IT00004033,PED00001659,SKU010,12,15.54,186.52
IT00004034,PED00001659,SKU002,3,4.36,13.07
IT00004035,PED00001659,SKU002,1,4.2,4.2
IT00004036,PED00001660,SKU011,1,16.13,16.13
IT00004037,PED00001660,SKU004,1,8.12,8.12
IT00004038,PED00001661,SKU007,1,12.42,12.42
IT00004039,PED00001661,SKU014,3,7.47,22.41
IT00004040,PED00001661,SKU002,1,4.11,4.11
IT00004041,PED00001661,SKU001,1,6.54,6.54
IT00004042,PED00001662,SKU012,12,11.33,136.0
IT00004043,PED00001662,SKU015,2,7.07,14.14
IT00004044,PED00001662,SKU010,1,14.22,14.22
IT00004045,PED00001663,SKU009,1,20.09,20.09
IT00004046,PED00001663,SKU001,1,6.81,6.81
IT00004047,PED00001664,SKU006,1,10.21,10.21
IT00004048,PED00001664,SKU006,6,10.33,61.96
IT00004049,PED00001665,SKU003,2,3.61,7.23
IT00004050,PED00001665,SKU003,3,3.67,11.01
IT00004051,PED00001666,SKU004,2,7.73,15.46
IT00004052,PED00001667,SKU015,2,6.97,13.94
IT00004053,PED00001667,SKU011,12,16.29,195.45
IT00004054,PED00001668,SKU010,1,14.8,14.8
IT00004055,PED00001668,SKU009,2,19.74,39.47
IT00004056,PED00001669,SKU011,3,16.28,48.83
IT00004057,PED00001670,SKU001,3,6.26,18.79
IT00004058,PED00001670,SKU009,6,19.59,117.56
IT00004059,PED00001670,SKU006,3,9.62,28.85
IT00004060,PED00001670,SKU013,2,10.87,21.75
IT00004061,PED00001671,SKU014,2,7.4,14.81
IT00004062,PED00001671,SKU009,2,19.21,38.42
IT00004063,PED00001671,SKU014,1,7.32,7.32
IT00004064,PED00001672,SKU001,2,6.66,13.32
IT00004065,PED00001672,SKU001,3,6.56,19.67
IT00004066,PED00001673,SKU007,1,12.53,12.53
IT00004067,PED00001674,SKU006,1,9.71,9.71
IT00004068,PED00001674,SKU015,1,6.57,6.57
IT00004069,PED00001675,SKU007,1,13.05,13.05
IT00004070,PED00001675,SKU012,1,11.42,11.42
IT00004071,PED00001676,SKU003,1,3.66,3.66
IT00004072,PED00001677,SKU006,1,9.77,9.77
IT00004073,PED00001678,SKU015,1,6.6,6.6
IT00004074,PED00001678,SKU007,2,13.17,26.34
IT00004075,PED00001679,SKU001,2,6.42,12.85
IT00004076,PED00001679,SKU004,2,7.76,15.53
IT00004077,PED00001679,SKU008,2,18.57,37.13
IT00004078,PED00001680,SKU009,2,19.69,39.37
IT00004079,PED00001681,SKU014,6,7.81,46.86
IT00004080,PED00001682,SKU013,1,10.98,10.98
IT00004081,PED00001683,SKU002,6,4.33,25.97
IT00004082,PED00001684,SKU007,2,13.12,26.24
IT00004083,PED00001684,SKU004,1,8.27,8.27
IT00004084,PED00001684,SKU004,1,7.73,7.73
IT00004085,PED00001685,SKU015,1,7.04,7.04
IT00004086,PED00001685,SKU003,1,3.65,3.65
IT00004087,PED00001685,SKU014,2,7.13,14.25
IT00004088,PED00001685,SKU005,2,8.5,17.0
IT00004089,PED00001685,SKU007,1,13.22,13.22
IT00004090,PED00001686,SKU005,6,8.38,50.25
IT00004091,PED00001687,SKU013,1,11.15,11.15
IT00004092,PED00001687,SKU001,1,6.73,6.73
IT00004093,PED00001687,SKU015,2,6.73,13.47
IT00004094,PED00001688,SKU007,3,13.54,40.63
IT00004095,PED00001688,SKU005,1,8.77,8.77
IT00004096,PED00001688,SKU007,12,12.35,148.16
IT00004097,PED00001689,SKU006,2,10.34,20.69
IT00004098,PED00001689,SKU004,1,8.17,8.17
IT00004099,PED00001689,SKU002,1,4.21,4.21
IT00004100,PED00001690,SKU001,1,6.36,6.36
IT00004101,PED00001690,SKU009,2,20.1,40.2
IT00004102,PED00001691,SKU011,1,17.01,17.01
IT00004103,PED00001692,SKU013,6,11.07,66.41
IT00004104,PED00001692,SKU006,2,9.71,19.42
IT00004105,PED00001692,SKU004,6,8.15,48.9
IT00004106,PED00001692,SKU015,1,6.92,6.92
IT00004107,PED00001693,SKU005,1,8.15,8.15
IT00004108,PED00001693,SKU013,2,11.28,22.56
IT00004109,PED00001693,SKU007,2,12.55,25.1
IT00004110,PED00001693,SKU004,3,7.91,23.74
IT00004111,PED00001694,SKU014,1,7.3,7.3
IT00004112,PED00001694,SKU004,6,8.2,49.18
IT00004113,PED00001694,SKU013,1,11.03,11.03
IT00004114,PED00001695,SKU008,3,18.82,56.45
IT00004115,PED00001695,SKU002,12,4.08,48.97
IT00004116,PED00001695,SKU010,6,15.29,91.75
IT00004117,PED00001696,SKU009,6,20.59,123.53
IT00004118,PED00001696,SKU007,6,13.51,81.04
IT00004119,PED00001696,SKU004,6,7.63,45.76
IT00004120,PED00001697,SKU002,6,4.19,25.15
IT00004121,PED00001697,SKU010,2,15.55,31.1
IT00004122,PED00001698,SKU012,1,11.47,11.47
IT00004123,PED00001699,SKU014,2,7.65,15.29
IT00004124,PED00001699,SKU008,1,19.73,19.73
IT00004125,PED00001700,SKU011,1,16.82,16.82
IT00004126,PED00001700,SKU002,3,4.4,13.21
IT00004127,PED00001701,SKU001,3,6.29,18.86
IT00004128,PED00001702,SKU007,1,12.35,12.35
IT00004129,PED00001702,SKU010,2,14.99,29.98
IT00004130,PED00001702,SKU013,1,11.2,11.2
IT00004131,PED00001702,SKU010,3,14.28,42.83
IT00004132,PED00001703,SKU007,6,13.06,78.36
IT00004133,PED00001703,SKU013,3,11.39,34.17
IT00004134,PED00001704,SKU005,2,8.49,16.99
IT00004135,PED00001704,SKU015,6,6.88,41.26
IT00004136,PED00001705,SKU002,3,4.21,12.64
IT00004137,PED00001706,SKU007,1,13.07,13.07
IT00004138,PED00001707,SKU004,2,7.65,15.31
IT00004139,PED00001707,SKU015,3,6.96,20.89
IT00004140,PED00001708,SKU010,3,15.14,45.41
IT00004141,PED00001709,SKU007,6,12.57,75.39
IT00004142,PED00001710,SKU005,1,8.66,8.66
IT00004143,PED00001710,SKU005,3,8.29,24.86
IT00004144,PED00001711,SKU015,1,6.77,6.77
IT00004145,PED00001711,SKU004,1,7.84,7.84
IT00004146,PED00001711,SKU001,3,6.51,19.54
IT00004147,PED00001711,SKU006,2,9.88,19.76
IT00004148,PED00001712,SKU008,6,18.05,108.32
IT00004149,PED00001712,SKU015,2,6.62,13.25
IT00004150,PED00001713,SKU007,2,12.28,24.57
IT00004151,PED00001713,SKU003,1,3.8,3.8
IT00004152,PED00001713,SKU002,2,3.99,7.99
IT00004153,PED00001713,SKU010,1,15.14,15.14
IT00004154,PED00001714,SKU008,6,18.55,111.31
IT00004155,PED00001714,SKU006,1,10.36,10.36
IT00004156,PED00001715,SKU015,2,6.71,13.41
IT00004157,PED00001715,SKU009,2,20.82,41.64
IT00004158,PED00001715,SKU007,12,12.85,154.23
IT00004159,PED00001715,SKU007,1,12.46,12.46
IT00004160,PED00001715,SKU009,1,20.6,20.6
IT00004161,PED00001716,SKU003,2,3.67,7.35
IT00004162,PED00001716,SKU005,12,8.55,102.6
IT00004163,PED00001717,SKU004,1,8.01,8.01
IT00004164,PED00001717,SKU004,3,8.28,24.84
IT00004165,PED00001718,SKU001,2,6.26,12.53
IT00004166,PED00001718,SKU008,1,19.23,19.23
IT00004167,PED00001719,SKU012,1,11.7,11.7
IT00004168,PED00001719,SKU011,3,15.71,47.12
IT00004169,PED00001719,SKU006,6,9.44,56.62
IT00004170,PED00001720,SKU001,1,6.18,6.18
IT00004171,PED00001720,SKU008,1,18.41,18.41
IT00004172,PED00001720,SKU001,1,6.6,6.6
IT00004173,PED00001721,SKU013,1,10.48,10.48
IT00004174,PED00001721,SKU007,3,12.44,37.31
