pedido_id,cliente_id,loja_id,criado_em,status,subtotal,taxa_entrega,total,canal
PED00000757,CLI01612,LJ01,2025-09-11T15:54:10,PAGO,25.83,6.09,31.92,APP_IOS
PED00000758,CLI01176,LJ05,2025-09-11T17:15:29,PAGO,7.98,5.3,13.28,APP_ANDROID
PED00000759,CLI00944,LJ09,2025-09-11T22:31:43,PAGO,152.22,7.84,160.06,APP_ANDROID
PED00000760,CLI00342,LJ09,2025-09-11T23:31:08,PAGO,197.4,7.63,205.03,APP_ANDROID
PED00000761,CLI00407,LJ01,2025-09-11T13:27:49,PAGO,15.39,5.98,21.37,APP_ANDROID
PED00000762,CLI00034,LJ04,2025-09-11T17:16:31,PAGO,233.8,7.07,240.87,APP_IOS
PED00000763,CLI01817,LJ11,2025-09-11T23:27:04,PAGO,81.02,7.32,88.34,APP_ANDROID
PED00000764,CLI00023,LJ02,2025-09-11T12:47:45,PAGO,19.94,5.17,25.11,APP_ANDROID
PED00000765,CLI00711,LJ10,2025-09-11T15:18:23,PAGO,62.75,10.46,73.21,WEB
PED00000766,CLI00138,LJ03,2025-09-11T23:24:21,PAGO,97.17,7.69,104.86,APP_ANDROID
PED00000767,CLI00621,LJ01,2025-09-11T12:12:26,PAGO,60.19,5.0,65.19,APP_IOS
PED00000768,CLI00544,LJ12,2025-09-11T17:50:04,PAGO,82.58,9.04,91.62,WEB
PED00000769,CLI01294,LJ11,2025-09-11T15:33:09,PAGO,138.41,11.81,150.22,APP_ANDROID
PED00000770,CLI01642,LJ05,2025-09-11T11:52:09,PAGO,117.64,5.57,123.21,APP_IOS
PED00000771,CLI01588,LJ06,2025-09-11T10:27:25,PAGO,223.03,7.59,230.62,APP_ANDROID
PED00000772,CLI01901,LJ07,2025-09-11T19:13:25,PAGO,30.58,10.97,41.55,APP_IOS
PED00000773,CLI00308,LJ09,2025-09-11T16:31:57,PAGO,121.37,6.16,127.53,APP_ANDROID
PED00000774,CLI01194,LJ02,2025-09-11T10:39:00,PAGO,23.54,8.43,31.97,APP_ANDROID
PED00000775,CLI00147,LJ10,2025-09-11T14:08:04,PAGO,45.05,8.17,53.22,WEB
PED00000776,CLI00857,LJ04,2025-09-11T22:54:19,PAGO,22.61,6.03,28.64,APP_ANDROID
PED00000777,CLI00579,LJ06,2025-09-11T21:20:37,PAGO,46.38,11.56,57.94,APP_IOS
PED00000778,CLI00746,LJ03,2025-09-11T16:12:22,PAGO,44.5,10.69,55.19,APP_ANDROID
PED00000779,CLI01606,LJ12,2025-09-11T23:20:28,PAGO,44.82,6.29,51.11,APP_IOS
PED00000780,CLI00191,LJ08,2025-09-11T15:09:02,PAGO,52.65,10.4,63.05,WEB
PED00000781,CLI01639,LJ10,2025-09-11T15:21:00,PAGO,89.55,8.7,98.25,WEB
PED00000782,CLI00891,LJ12,2025-09-11T22:02:29,PENDENTE,69.62,8.32,77.94,APP_ANDROID
PED00000783,CLI01891,LJ06,2025-09-11T23:37:14,PAGO,198.71,6.86,205.57,WEB
PED00000784,CLI01950,LJ08,2025-09-11T13:25:00,PAGO,278.25,9.06,287.31,WEB
PED00000785,CLI01597,LJ02,2025-09-11T23:15:59,PENDENTE,45.2,5.7,50.9,WEB
PED00000786,CLI01347,LJ05,2025-09-11T20:16:26,PAGO,18.66,9.84,28.5,WEB
PED00000787,CLI01789,LJ02,2025-09-11T23:59:00,PENDENTE,34.15,11.76,45.91,APP_IOS
PED00000788,CLI00249,LJ09,2025-09-11T22:53:49,PAGO,63.5,6.23,69.73,APP_IOS
PED00000789,CLI01486,LJ01,2025-09-11T19:51:50,PAGO,119.93,10.68,130.61,APP_IOS
PED00000790,CLI01585,LJ10,2025-09-11T21:44:04,PENDENTE,89.88,5.29,95.17,APP_ANDROID
PED00000791,CLI00036,LJ11,2025-09-11T15:41:21,PAGO,112.96,10.33,123.29,APP_IOS
PED00000792,CLI01611,LJ11,2025-09-11T15:15:19,PAGO,64.03,9.87,73.9,APP_ANDROID
PED00000793,CLI00697,LJ07,2025-09-11T11:33:23,PAGO,24.87,11.09,35.96,WEB
PED00000794,CLI00743,LJ02,2025-09-11T11:16:49,PAGO,77.53,8.84,86.37,WEB
PED00000795,CLI00609,LJ09,2025-09-11T20:19:06,PAGO,25.3,11.61,36.91,APP_IOS
PED00000796,CLI00088,LJ08,2025-09-11T22:23:25,PAGO,100.57,9.54,110.11,WEB
PED00000797,CLI01292,LJ01,2025-09-11T17:13:46,PAGO,45.04,11.93,56.97,APP_IOS
PED00000798,CLI01182,LJ12,2025-09-11T22:53:12,PAGO,59.54,5.95,65.49,WEB
PED00000799,CLI00552,LJ04,2025-09-11T19:54:56,PAGO,55.17,6.77,61.94,APP_IOS
PED00000800,CLI01981,LJ11,2025-09-11T13:08:45,PAGO,57.11,6.01,63.12,WEB
PED00000801,CLI01780,LJ06,2025-09-11T15:26:24,PAGO,85.98,6.7,92.68,APP_ANDROID
PED00000802,CLI00101,LJ05,2025-09-11T10:27:29,PAGO,23.95,7.98,31.93,APP_IOS
PED00000803,CLI00134,LJ10,2025-09-11T17:22:19,PAGO,86.69,8.07,94.76,APP_IOS
PED00000804,CLI01322,LJ08,2025-09-11T16:14:35,PAGO,74.43,11.19,85.62,APP_IOS
PED00000805,CLI01659,LJ04,2025-09-11T22:42:59,PAGO,146.06,9.83,155.89,WEB
PED00000806,CLI00003,LJ08,2025-09-11T13:11:06,PAGO,118.63,7.5,126.13,APP_ANDROID
PED00000807,CLI01824,LJ04,2025-09-11T15:02:54,PAGO,163.1,5.53,168.63,WEB
PED00000808,CLI00842,LJ01,2025-09-11T13:29:26,PAGO,75.9,6.8,82.7,WEB
PED00000809,CLI01317,LJ10,2025-09-12T17:57:13,PAGO,65.84,9.87,75.71,APP_IOS
PED00000810,CLI01674,LJ04,2025-09-12T22:26:56,PAGO,15.01,5.0,20.01,WEB
PED00000811,CLI01543,LJ08,2025-09-12T18:44:10,PAGO,33.55,6.35,39.9,APP_IOS
PED00000812,CLI01501,LJ03,2025-09-12T13:52:13,PAGO,22.85,10.07,32.92,APP_ANDROID
PED00000813,CLI01710,LJ11,2025-09-12T16:09:44,PAGO,66.7,5.76,72.46,APP_IOS
PED00000814,CLI00546,LJ12,2025-09-12T18:45:35,PAGO,56.62,8.17,64.79,WEB
PED00000815,CLI01954,LJ08,2025-09-12T16:11:39,PAGO,46.52,6.37,52.89,APP_ANDROID
PED00000816,CLI00953,LJ02,2025-09-12T23:37:07,PAGO,6.63,11.65,18.28,APP_IOS
PED00000817,CLI01863,LJ11,2025-09-12T19:45:47,PAGO,7.4,5.88,13.28,APP_IOS
PED00000818,CLI01812,LJ02,2025-09-12T13:34:35,PAGO,25.89,8.43,34.32,APP_IOS
PED00000819,CLI01432,LJ11,2025-09-12T11:33:09,PAGO,34.2,10.32,44.52,APP_ANDROID
PED00000820,CLI01736,LJ06,2025-09-12T10:02:48,PAGO,51.3,10.06,61.36,APP_IOS
PED00000821,CLI00170,LJ12,2025-09-12T13:30:51,PAGO,118.81,7.65,126.46,APP_IOS
PED00000822,CLI01323,LJ05,2025-09-12T22:18:16,PAGO,30.43,10.38,40.81,APP_IOS
PED00000823,CLI01027,LJ10,2025-09-12T22:02:20,PAGO,24.62,5.34,29.96,WEB
PED00000824,CLI00774,LJ06,2025-09-12T20:21:05,PAGO,23.71,6.89,30.6,APP_IOS
PED00000825,CLI01355,LJ01,2025-09-12T15:19:52,PAGO,61.21,8.91,70.12,WEB
PED00000826,CLI01582,LJ10,2025-09-12T22:40:54,CANCELADO,4.33,11.5,15.83,APP_ANDROID
PED00000827,CLI00518,LJ09,2025-09-12T11:56:35,CANCELADO,86.92,8.61,95.53,APP_ANDROID
PED00000828,CLI01471,LJ04,2025-09-12T18:41:04,PAGO,62.53,8.65,71.18,WEB
PED00000829,CLI00835,LJ05,2025-09-12T12:01:15,PAGO,56.85,5.29,62.14,APP_ANDROID
PED00000830,CLI00321,LJ06,2025-09-12T22:23:48,PAGO,65.55,8.29,73.84,APP_ANDROID
PED00000831,CLI01768,LJ05,2025-09-12T18:36:52,PAGO,79.52,9.27,88.79,WEB
PED00000832,CLI00077,LJ05,2025-09-12T20:40:03,PENDENTE,109.42,8.68,118.1,WEB
PED00000833,CLI00809,LJ12,2025-09-12T13:51:09,PAGO,23.86,10.05,33.91,APP_IOS
PED00000834,CLI00494,LJ10,2025-09-12T11:40:43,PAGO,81.01,10.06,91.07,APP_IOS
PED00000835,CLI01018,LJ06,2025-09-12T16:06:29,PENDENTE,92.31,7.91,100.22,WEB
PED00000836,CLI01894,LJ01,2025-09-12T13:44:24,PAGO,114.08,9.76,123.84,APP_ANDROID
PED00000837,CLI00275,LJ01,2025-09-12T11:19:38,PAGO,60.15,5.76,65.91,APP_ANDROID
PED00000838,CLI01086,LJ08,2025-09-12T15:53:01,PAGO,55.73,6.93,62.66,APP_ANDROID
PED00000839,CLI00523,LJ01,2025-09-12T21:47:54,PAGO,40.78,10.81,51.59,WEB
PED00000840,CLI00487,LJ08,2025-09-12T16:27:27,PENDENTE,105.73,5.39,111.12,APP_IOS
PED00000841,CLI01812,LJ10,2025-09-12T11:52:55,PAGO,44.85,10.37,55.22,APP_ANDROID
PED00000842,CLI00107,LJ07,2025-09-12T18:35:11,PAGO,98.25,8.93,107.18,APP_IOS
PED00000843,CLI01703,LJ05,2025-09-12T14:47:02,PAGO,75.77,6.66,82.43,WEB
PED00000844,CLI00280,LJ07,2025-09-12T10:13:14,PAGO,65.64,8.95,74.59,WEB
PED00000845,CLI00586,LJ10,2025-09-12T12:59:01,PAGO,38.39,11.6,49.99,APP_ANDROID
PED00000846,CLI01781,LJ11,2025-09-12T14:53:35,PAGO,60.66,9.05,69.71,WEB
PED00000847,CLI00301,LJ06,2025-09-12T19:06:18,PAGO,24.76,6.33,31.09,APP_IOS
PED00000848,CLI00603,LJ03,2025-09-12T22:27:25,PAGO,79.81,11.96,91.77,APP_IOS
PED00000849,CLI00668,LJ11,2025-09-12T20:38:58,PAGO,31.94,6.99,38.93,APP_IOS
PED00000850,CLI01818,LJ11,2025-09-12T11:09:57,PAGO,40.3,9.63,49.93,APP_IOS
PED00000851,CLI01174,LJ07,2025-09-12T15:26:40,PAGO,58.73,10.25,68.98,APP_ANDROID
PED00000852,CLI00817,LJ09,2025-09-12T12:15:37,PAGO,28.53,8.35,36.88,APP_IOS
PED00000853,CLI00890,LJ10,2025-09-12T16:58:56,PAGO,142.55,9.54,152.09,APP_IOS
PED00000854,CLI01757,LJ12,2025-09-12T15:03:29,PAGO,34.23,11.65,45.88,WEB
PED00000855,CLI00104,LJ12,2025-09-12T15:14:40,PAGO,38.17,7.74,45.91,APP_IOS
PED00000856,CLI01814,LJ03,2025-09-12T21:25:48,PAGO,61.1,7.69,68.79,APP_IOS
PED00000857,CLI01576,LJ05,2025-09-12T10:25:59,PAGO,68.61,11.68,80.29,APP_ANDROID
PED00000858,CLI00415,LJ06,2025-09-12T16:06:29,PAGO,6.82,11.35,18.17,WEB
PED00000859,CLI00001,LJ07,2025-09-12T11:14:48,PAGO,80.09,6.85,86.94,APP_IOS
PED00000860,CLI01771,LJ10,2025-09-12T15:03:09,PAGO,82.96,8.16,91.12,WEB
PED00000861,CLI00816,LJ08,2025-09-12T18:06:59,PAGO,28.39,6.13,34.52,APP_IOS
PED00000862,CLI01695,LJ03,2025-09-12T11:40:12,PAGO,209.89,10.76,220.65,APP_IOS
PED00000863,CLI00363,LJ09,2025-09-12T20:20:26,PAGO,79.52,10.03,89.55,APP_ANDROID
PED00000864,CLI00929,LJ08,2025-09-12T21:03:25,PAGO,35.89,10.35,46.24,APP_ANDROID
PED00000865,CLI01350,LJ03,2025-09-12T12:14:40,PAGO,334.46,9.81,344.27,APP_ANDROID
PED00000866,CLI01071,LJ11,2025-09-12T22:59:11,PAGO,71.87,6.65,78.52,WEB
PED00000867,CLI01605,LJ09,2025-09-12T23:01:10,PAGO,109.94,11.78,121.72,WEB
PED00000868,CLI01733,LJ12,2025-09-12T19:32:35,PAGO,56.65,5.64,62.29,APP_IOS
PED00000869,CLI00823,LJ08,2025-09-12T16:30:12,PAGO,99.85,9.02,108.87,APP_ANDROID
PED00000870,CLI01715,LJ03,2025-09-12T15:33:36,PAGO,93.85,10.29,104.14,APP_ANDROID
PED00000871,CLI01405,LJ08,2025-09-12T19:02:01,PAGO,14.18,7.4,21.58,APP_ANDROID
PED00000872,CLI01914,LJ09,2025-09-12T16:29:37,PAGO,44.07,9.47,53.54,WEB
PED00000873,CLI01515,LJ10,2025-09-12T23:17:50,PAGO,156.39,8.73,165.12,APP_ANDROID
PED00000874,CLI00365,LJ06,2025-09-12T16:10:36,PAGO,131.62,7.58,139.2,APP_IOS
PED00000875,CLI01063,LJ05,2025-09-12T16:54:35,PAGO,53.85,9.73,63.58,WEB
PED00000876,CLI01898,LJ02,2025-09-12T17:38:30,PAGO,22.68,6.88,29.56,APP_IOS
PED00000877,CLI00431,LJ07,2025-09-12T14:05:20,PAGO,7.21,10.1,17.31,APP_ANDROID
PED00000878,CLI01675,LJ07,2025-09-12T17:46:54,PENDENTE,22.57,5.32,27.89,WEB
PED00000879,CLI01428,LJ11,2025-09-12T22:06:18,PENDENTE,71.93,8.93,80.86,WEB
PED00000880,CLI01552,LJ08,2025-09-12T10:17:23,PAGO,94.75,7.27,102.02,WEB
PED00000881,CLI01104,LJ08,2025-09-12T14:19:55,PAGO,41.55,7.38,48.93,WEB
PED00000882,CLI01632,LJ06,2025-09-12T22:45:53,PAGO,3.84,5.83,9.67,APP_IOS
PED00000883,CLI00681,LJ01,2025-09-12T12:59:54,PAGO,22.51,6.61,29.12,WEB
PED00000884,CLI01963,LJ04,2025-09-12T12:41:56,PAGO,85.5,10.96,96.46,WEB
PED00000885,CLI01202,LJ10,2025-09-12T21:31:09,PAGO,88.78,11.89,100.67,WEB
PED00000886,CLI00590,LJ04,2025-09-12T11:33:13,PAGO,114.69,5.94,120.63,APP_IOS
PED00000887,CLI01800,LJ11,2025-09-12T10:40:19,PAGO,11.41,6.71,18.12,APP_ANDROID
PED00000888,CLI01470,LJ09,2025-09-12T17:22:01,PAGO,62.48,10.23,72.71,APP_ANDROID
PED00000889,CLI00991,LJ03,2025-09-12T16:09:55,PAGO,11.41,10.43,21.84,WEB
PED00000890,CLI01843,LJ11,2025-09-12T18:15:46,PAGO,7.45,5.85,13.3,APP_ANDROID
PED00000891,CLI01408,LJ04,2025-09-12T13:28:50,PAGO,91.01,6.21,97.22,WEB
PED00000892,CLI01518,LJ07,2025-09-12T12:06:46,PAGO,30.45,11.28,41.73,APP_ANDROID
PED00000893,CLI01617,LJ10,2025-09-12T23:57:34,PAGO,58.06,7.75,65.81,APP_IOS
PED00000894,CLI00535,LJ05,2025-09-12T19:51:49,PAGO,55.84,5.49,61.33,APP_IOS
PED00000895,CLI01556,LJ09,2025-09-12T17:46:07,PAGO,131.11,10.27,141.38,APP_IOS
PED00000896,CLI00814,LJ12,2025-09-12T22:46:55,PAGO,38.08,8.88,46.96,WEB
PED00000897,CLI01063,LJ09,2025-09-12T18:55:36,PAGO,89.16,5.43,94.59,APP_IOS
PED00000898,CLI00619,LJ04,2025-09-12T16:41:05,PAGO,159.39,6.04,165.43,WEB
PED00000899,CLI01360,LJ01,2025-09-12T11:19:12,PAGO,178.21,9.81,188.02,APP_ANDROID
PED00000900,CLI00298,LJ07,2025-09-12T10:40:09,PAGO,3.87,9.9,13.77,APP_ANDROID
PED00000901,CLI00110,LJ02,2025-09-12T19:49:47,PAGO,24.84,6.26,31.1,APP_IOS
PED00000902,CLI00915,LJ03,2025-09-12T21:21:42,PAGO,153.39,7.06,160.45,APP_IOS
PED00000903,CLI00427,LJ09,2025-09-12T10:42:11,PAGO,86.52,5.98,92.5,APP_ANDROID
PED00000904,CLI00276,LJ03,2025-09-12T19:18:24,PAGO,109.81,9.67,119.48,WEB
PED00000905,CLI01687,LJ01,2025-09-12T22:06:14,PENDENTE,8.87,8.85,17.72,WEB
PED00000906,CLI01562,LJ03,2025-09-12T13:54:01,PAGO,34.01,11.93,45.94,APP_IOS
PED00000907,CLI01258,LJ03,2025-09-12T17:14:35,PAGO,44.45,10.05,54.5,APP_IOS
PED00000908,CLI00845,LJ04,2025-09-12T12:08:55,PAGO,62.68,9.97,72.65,APP_ANDROID
PED00000909,CLI00256,LJ01,2025-09-12T19:23:58,CANCELADO,191.02,6.72,197.74,APP_ANDROID
PED00000910,CLI01724,LJ02,2025-09-12T12:53:51,PAGO,16.63,5.27,21.9,APP_IOS
PED00000911,CLI01135,LJ04,2025-09-12T11:28:25,PAGO,81.42,5.76,87.18,APP_ANDROID
PED00000912,CLI00173,LJ04,2025-09-12T18:02:26,PAGO,93.92,11.79,105.71,APP_ANDROID
PED00000913,CLI01641,LJ07,2025-09-12T12:07:45,PAGO,12.94,8.7,21.64,APP_ANDROID
PED00000914,CLI01221,LJ05,2025-09-12T17:01:13,PAGO,97.68,10.44,108.12,WEB
PED00000915,CLI01889,LJ05,2025-09-12T23:27:56,PAGO,91.31,7.17,98.48,APP_ANDROID
PED00000916,CLI01547,LJ02,2025-09-12T22:07:03,PAGO,37.47,6.65,44.12,WEB
PED00000917,CLI01176,LJ01,2025-09-12T15:15:42,PENDENTE,10.63,9.26,19.89,APP_IOS
PED00000918,CLI01325,LJ10,2025-09-12T23:31:59,CANCELADO,317.04,7.68,324.72,WEB
PED00000919,CLI01536,LJ05,2025-09-12T11:26:58,PAGO,16.52,8.4,24.92,WEB
PED00000920,CLI01702,LJ03,2025-09-12T22:20:27,PAGO,117.27,9.98,127.25,APP_ANDROID
PED00000921,CLI01737,LJ11,2025-09-13T12:01:13,PAGO,50.56,6.11,56.67,WEB
PED00000922,CLI00195,LJ09,2025-09-13T22:05:15,PAGO,120.21,11.83,132.04,APP_IOS
PED00000923,CLI01032,LJ11,2025-09-13T19:18:59,PAGO,47.12,11.5,58.62,APP_ANDROID
PED00000924,CLI00330,LJ02,2025-09-13T17:56:56,PAGO,48.75,8.77,57.52,APP_IOS
PED00000925,CLI01107,LJ01,2025-09-13T16:30:20,PAGO,7.27,8.94,16.21,APP_ANDROID
PED00000926,CLI01566,LJ11,2025-09-13T20:05:59,PAGO,140.79,9.69,150.48,APP_ANDROID
PED00000927,CLI00548,LJ01,2025-09-13T19:22:14,PAGO,19.01,11.3,30.31,WEB
PED00000928,CLI00582,LJ11,2025-09-13T22:44:35,PAGO,65.68,9.61,75.29,WEB
PED00000929,CLI01311,LJ01,2025-09-13T19:59:26,PAGO,41.97,5.18,47.15,APP_ANDROID
PED00000930,CLI00133,LJ08,2025-09-13T10:09:35,PAGO,55.98,6.93,62.91,WEB
PED00000931,CLI01982,LJ10,2025-09-13T22:49:14,PAGO,38.54,7.77,46.31,APP_IOS
PED00000932,CLI00912,LJ10,2025-09-13T19:04:27,PAGO,67.16,10.75,77.91,APP_IOS
PED00000933,CLI00477,LJ04,2025-09-13T17:46:26,PAGO,47.11,10.46,57.57,WEB
PED00000934,CLI00738,LJ05,2025-09-13T22:19:31,PAGO,8.53,11.11,19.64,WEB
PED00000935,CLI01614,LJ10,2025-09-13T16:25:54,PAGO,147.54,8.83,156.37,APP_IOS
PED00000936,CLI01775,LJ07,2025-09-13T17:53:35,PAGO,31.96,9.36,41.32,APP_ANDROID
PED00000937,CLI01119,LJ07,2025-09-13T19:42:34,PAGO,250.29,9.12,259.41,APP_ANDROID
PED00000938,CLI00227,LJ02,2025-09-13T19:08:46,PAGO,22.45,7.53,29.98,WEB
PED00000939,CLI00720,LJ02,2025-09-13T11:30:05,PAGO,81.93,9.97,91.9,APP_IOS
PED00000940,CLI00672,LJ06,2025-09-13T19:03:24,PAGO,45.02,10.65,55.67,APP_ANDROID
PED00000941,CLI00367,LJ01,2025-09-13T14:58:24,PENDENTE,98.67,6.83,105.5,APP_IOS
PED00000942,CLI00645,LJ07,2025-09-13T23:23:31,PAGO,33.56,6.35,39.91,WEB
PED00000943,CLI00871,LJ03,2025-09-13T13:54:50,PAGO,41.09,9.43,50.52,WEB
PED00000944,CLI01896,LJ01,2025-09-13T10:44:59,PAGO,3.67,6.27,9.94,APP_ANDROID
PED00000945,CLI01422,LJ11,2025-09-13T17:19:25,PAGO,12.05,5.65,17.7,WEB
PED00000946,CLI01093,LJ09,2025-09-13T20:24:03,PAGO,484.12,11.18,495.3,APP_ANDROID
PED00000947,CLI01907,LJ05,2025-09-13T17:08:45,PAGO,23.19,5.37,28.56,WEB
PED00000948,CLI00701,LJ04,2025-09-13T16:22:44,PAGO,142.13,7.58,149.71,APP_ANDROID
PED00000949,CLI00635,LJ03,2025-09-13T11:42:35,PAGO,186.35,5.22,191.57,APP_ANDROID
PED00000950,CLI00585,LJ11,2025-09-13T17:21:47,PAGO,6.65,6.35,13.0,WEB
PED00000951,CLI01577,LJ09,2025-09-13T19:48:47,PAGO,85.69,10.35,96.04,APP_IOS
PED00000952,CLI01003,LJ03,2025-09-13T10:12:55,PAGO,51.76,8.8,60.56,APP_IOS
PED00000953,CLI01971,LJ04,2025-09-13T23:02:16,PAGO,29.17,6.61,35.78,APP_IOS
PED00000954,CLI00074,LJ12,2025-09-13T22:40:47,PAGO,14.96,7.01,21.97,APP_IOS
PED00000955,CLI00353,LJ05,2025-09-13T14:16:58,PAGO,66.75,9.82,76.57,APP_ANDROID
PED00000956,CLI00923,LJ12,2025-09-13T22:35:06,PAGO,84.82,8.59,93.41,APP_ANDROID
PED00000957,CLI01647,LJ10,2025-09-13T19:37:27,PENDENTE,34.66,11.9,46.56,APP_ANDROID
PED00000958,CLI01716,LJ08,2025-09-13T11:17:53,PAGO,13.3,11.03,24.33,WEB
PED00000959,CLI01456,LJ05,2025-09-13T12:17:08,CANCELADO,90.0,7.74,97.74,APP_IOS
PED00000960,CLI01933,LJ10,2025-09-13T13:11:33,PAGO,39.13,8.65,47.78,APP_ANDROID
PED00000961,CLI00093,LJ01,2025-09-13T18:53:40,PAGO,72.1,10.07,82.17,WEB
PED00000962,CLI01331,LJ04,2025-09-13T20:05:37,PAGO,19.43,10.37,29.8,WEB
PED00000963,CLI00645,LJ05,2025-09-13T16:55:37,PAGO,155.42,7.59,163.01,APP_ANDROID
PED00000964,CLI00897,LJ02,2025-09-13T15:01:57,PAGO,24.91,7.75,32.66,APP_ANDROID
PED00000965,CLI01452,LJ02,2025-09-13T21:53:57,PENDENTE,18.46,11.46,29.92,WEB
PED00000966,CLI00086,LJ09,2025-09-13T19:00:23,PAGO,74.52,7.72,82.24,APP_ANDROID
PED00000967,CLI00480,LJ09,2025-09-13T16:35:35,PAGO,68.0,9.14,77.14,APP_IOS
PED00000968,CLI01167,LJ08,2025-09-13T16:01:44,PAGO,4.36,10.35,14.71,APP_ANDROID
PED00000969,CLI01183,LJ09,2025-09-13T23:55:11,PAGO,22.38,11.59,33.97,APP_ANDROID
PED00000970,CLI00644,LJ02,2025-09-13T17:31:29,PAGO,11.66,9.21,20.87,APP_IOS
PED00000971,CLI00297,LJ05,2025-09-13T11:38:45,PAGO,188.96,6.85,195.81,WEB
PED00000972,CLI00216,LJ09,2025-09-13T15:43:18,PAGO,40.57,11.57,52.14,APP_IOS
PED00000973,CLI00450,LJ12,2025-09-13T15:26:17,PENDENTE,60.87,6.14,67.01,WEB
PED00000974,CLI00011,LJ01,2025-09-13T11:31:33,PAGO,179.49,7.61,187.1,APP_ANDROID
PED00000975,CLI01932,LJ09,2025-09-13T20:44:48,CANCELADO,28.31,6.25,34.56,APP_ANDROID
PED00000976,CLI01815,LJ02,2025-09-13T23:42:05,PAGO,122.26,8.08,130.34,WEB
PED00000977,CLI00068,LJ08,2025-09-13T11:51:27,PAGO,162.79,8.93,171.72,APP_ANDROID
PED00000978,CLI01661,LJ11,2025-09-13T12:51:36,PAGO,54.27,6.95,61.22,APP_ANDROID
PED00000979,CLI01713,LJ12,2025-09-13T11:39:50,PAGO,83.03,8.93,91.96,WEB
PED00000980,CLI00141,LJ08,2025-09-13T14:13:56,PAGO,34.45,11.03,45.48,WEB
PED00000981,CLI00918,LJ04,2025-09-13T19:35:14,PENDENTE,167.02,5.33,172.35,APP_ANDROID
PED00000982,CLI01899,LJ05,2025-09-13T21:03:25,PAGO,21.19,11.56,32.75,APP_ANDROID
PED00000983,CLI01289,LJ12,2025-09-13T14:46:01,PAGO,29.15,5.13,34.28,APP_ANDROID
PED00000984,CLI01397,LJ07,2025-09-13T10:43:44,PAGO,70.87,6.24,77.11,APP_IOS
PED00000985,CLI00374,LJ08,2025-09-13T15:50:50,CANCELADO,74.87,5.55,80.42,APP_IOS
PED00000986,CLI00691,LJ04,2025-09-13T23:46:59,PAGO,76.05,9.93,85.98,APP_IOS
PED00000987,CLI00102,LJ06,2025-09-13T21:47:37,PAGO,114.71,11.79,126.5,WEB
PED00000988,CLI00007,LJ05,2025-09-13T15:08:02,PAGO,71.06,9.39,80.45,APP_IOS
PED00000989,CLI01804,LJ10,2025-09-13T19:57:11,PENDENTE,65.87,7.53,73.4,APP_IOS
PED00000990,CLI01974,LJ08,2025-09-13T19:36:00,PAGO,100.55,10.02,110.57,APP_ANDROID
PED00000991,CLI00981,LJ09,2025-09-13T14:44:43,PAGO,114.57,10.94,125.51,APP_IOS
PED00000992,CLI00447,LJ03,2025-09-13T20:22:53,PAGO,24.81,8.76,33.57,APP_IOS
PED00000993,CLI01355,LJ10,2025-09-13T21:49:09,PAGO,92.79,9.5,102.29,APP_ANDROID
PED00000994,CLI00730,LJ04,2025-09-13T10:40:48,PENDENTE,72.15,5.95,78.1,APP_IOS
PED00000995,CLI01962,LJ08,2025-09-13T15:48:56,PENDENTE,72.09,6.17,78.26,APP_IOS
PED00000996,CLI00859,LJ11,2025-09-13T22:56:11,PAGO,130.67,5.64,136.31,APP_ANDROID
PED00000997,CLI01462,LJ09,2025-09-13T10:11:12,PAGO,165.33,5.74,171.07,APP_IOS
PED00000998,CLI01097,LJ06,2025-09-13T15:35:35,PAGO,63.61,5.35,68.96,APP_ANDROID
PED00000999,CLI01096,LJ12,2025-09-13T19:54:13,PAGO,211.26,8.34,219.6,APP_IOS
PED00001000,CLI00438,LJ10,2025-09-13T14:34:08,PAGO,257.12,8.67,265.79,APP_IOS
PED00001001,CLI01183,LJ10,2025-09-13T21:12:44,PAGO,47.66,9.44,57.1,APP_IOS
PED00001002,CLI00449,LJ03,2025-09-13T12:45:28,PAGO,84.32,6.77,91.09,APP_IOS
PED00001003,CLI00706,LJ12,2025-09-13T22:38:14,CANCELADO,51.57,10.38,61.95,WEB
PED00001004,CLI00047,LJ11,2025-09-13T12:38:05,PAGO,272.9,5.2,278.1,APP_IOS
PED00001005,CLI01682,LJ05,2025-09-13T11:39:24,PAGO,24.45,5.83,30.28,APP_ANDROID
PED00001006,CLI00752,LJ07,2025-09-13T18:56:23,PENDENTE,55.35,9.9,65.25,APP_IOS
PED00001007,CLI01647,LJ07,2025-09-13T15:23:03,PAGO,44.96,11.86,56.82,WEB
PED00001008,CLI01469,LJ04,2025-09-13T19:26:22,PAGO,59.43,11.78,71.21,APP_ANDROID
PED00001009,CLI01363,LJ03,2025-09-13T23:47:21,CANCELADO,125.67,8.45,134.12,WEB
PED00001010,CLI01947,LJ11,2025-09-13T19:06:47,PAGO,39.05,9.0,48.05,APP_ANDROID
PED00001011,CLI01147,LJ06,2025-09-13T22:15:56,PAGO,187.14,5.55,192.69,APP_ANDROID
PED00001012,CLI01023,LJ07,2025-09-13T10:23:46,PAGO,122.47,10.05,132.52,WEB
PED00001013,CLI00739,LJ04,2025-09-13T16:23:36,PAGO,61.68,7.59,69.27,WEB
PED00001014,CLI01173,LJ06,2025-09-13T23:59:39,CANCELADO,49.75,11.58,61.33,WEB
